datetime,temperature,Global_active_power
2010-04-04-16-00,26.61,1487.056742
2010-04-04-17-00,26.44,1486.117185
2010-04-04-18-00,25.89,1231.894097
2010-04-04-19-00,24.72,1233.41107
2010-04-04-20-00,23.44,1114.03282
2010-04-04-21-00,22.17,1084.746508
2010-04-04-22-00,21.11,1021.261977
2010-04-04-23-00,20.17,1030.465423
2010-04-04-00-00,19.00,1025.060404
2010-04-05-01-00,18.22,1020.527886
2010-04-05-02-00,17.28,1012.665365
2010-04-05-03-00,16.50,1004.314997
2010-04-05-04-00,15.72,1087.039415
2010-04-05-05-00,15.17,1083.5596
2010-04-05-06-00,14.67,1305.167771
2010-04-05-07-00,14.78,1419.267289
2010-04-05-08-00,16.56,1458.41615
2010-04-05-09-00,18.89,1496.138762
2010-04-05-10-00,20.94,1470.924694
2010-04-05-11-00,22.67,1456.405986
2010-04-05-12-00,24.17,1413.492247
2010-04-05-13-00,25.39,1449.580885
2010-04-05-14-00,26.22,1450.156956
2010-04-05-15-00,26.72,1460.586812
2010-04-05-16-00,26.89,1466.054679
2010-04-05-17-00,26.72,1467.878526
2010-04-05-18-00,26.17,1207.656123
2010-04-05-19-00,25.00,1201.25687
2010-04-05-20-00,23.72,1077.841641
2010-04-05-21-00,22.39,1039.097399
2010-04-05-22-00,21.33,979.6739564
2010-04-05-23-00,20.44,974.8821131
2010-04-05-00-00,19.28,968.9411592
2010-04-06-01-00,18.44,979.8890808
2010-04-06-02-00,17.50,979.0459457
2010-04-06-03-00,16.67,989.8983878
2010-04-06-04-00,15.94,1087.652475
2010-04-06-05-00,15.39,1084.686206
2010-04-06-06-00,14.89,1316.104048
2010-04-06-07-00,15.06,1425.753033
2010-04-06-08-00,16.83,1443.232362
2010-04-06-09-00,19.17,1443.949933
2010-04-06-10-00,21.22,1450.464859
2010-04-06-11-00,23.00,1469.688462
2010-04-06-12-00,24.50,1436.070074
2010-04-06-13-00,25.72,1465.697283
2010-04-06-14-00,26.61,1465.151574
2010-04-06-15-00,27.06,1470.586667
2010-04-06-16-00,27.22,1481.913137
2010-04-06-17-00,27.11,1471.544197
2010-04-06-18-00,26.50,1205.931575
2010-04-06-19-00,25.33,1217.53557
2010-04-06-20-00,24.00,1087.711417
2010-04-06-21-00,22.72,1043.846712
2010-04-06-22-00,21.61,989.1266004
2010-04-06-23-00,20.72,995.7352035
2010-04-06-00-00,19.56,984.6693581
2010-04-07-01-00,18.67,986.1682282
2010-04-07-02-00,17.72,992.776442
2010-04-07-03-00,16.94,1001.225019
2010-04-07-04-00,16.17,1101.849887
2010-04-07-05-00,15.61,1100.320191
2010-04-07-06-00,15.06,1324.689755
2010-04-07-07-00,15.28,1431.877824
2010-04-07-08-00,17.11,1443.03952
2010-04-07-09-00,19.50,1450.888857
2010-04-07-10-00,21.50,1465.865184
2010-04-07-11-00,23.28,1473.039964
2010-04-07-12-00,24.83,1429.557505
2010-04-07-13-00,26.00,1447.899845
2010-04-07-14-00,26.89,1441.979544
2010-04-07-15-00,27.33,1453.541584
2010-04-07-16-00,27.56,1463.670393
2010-04-07-17-00,27.39,1473.933759
2010-04-07-18-00,26.83,1192.443166
2010-04-07-19-00,25.67,1216.670305
2010-04-07-20-00,24.33,1094.2843
2010-04-07-21-00,22.94,1047.397269
2010-04-07-22-00,21.89,979.7022375
2010-04-07-23-00,20.94,984.3310401
2010-04-07-00-00,19.78,969.2438037
2010-04-08-01-00,18.89,968.0780083
2010-04-08-02-00,17.94,978.4164955
2010-04-08-03-00,17.11,995.863414
2010-04-08-04-00,16.39,1010.905818
2010-04-08-05-00,15.83,1014.887927
2010-04-08-06-00,15.28,1092.667105
2010-04-08-07-00,15.50,1203.535145
2010-04-08-08-00,17.39,1189.774913
2010-04-08-09-00,19.72,1259.762991
2010-04-08-10-00,21.72,1269.11927
2010-04-08-11-00,23.50,1281.528314
2010-04-08-12-00,25.06,1255.633978
2010-04-08-13-00,26.22,1250.177671
2010-04-08-14-00,27.11,1244.868491
2010-04-08-15-00,27.56,1170.47152
2010-04-08-16-00,27.72,1174.686661
2010-04-08-17-00,27.61,1131.127455
2010-04-08-18-00,27.00,1099.019212
2010-04-08-19-00,25.78,1093.370797
2010-04-08-20-00,24.44,999.3663275
2010-04-08-21-00,23.11,997.3568023
2010-04-08-22-00,22.00,992.1932415
2010-04-08-23-00,21.11,992.4608269
2010-04-08-00-00,19.94,974.5494585
2010-04-09-01-00,19.06,971.9175929
2010-04-09-02-00,18.11,978.2834026
2010-04-09-03-00,17.28,992.9843767
2010-04-09-04-00,16.50,1010.696816
2010-04-09-05-00,15.94,1013.872633
2010-04-09-06-00,15.44,1086.979926
2010-04-09-07-00,15.67,1076.442329
2010-04-09-08-00,17.56,1134.85915
2010-04-09-09-00,19.89,1113.99906
2010-04-09-10-00,21.94,1127.739238
2010-04-09-11-00,23.72,1119.387848
2010-04-09-12-00,25.28,1119.725593
2010-04-09-13-00,26.50,1110.697794
2010-04-09-14-00,27.33,1110.843746
2010-04-09-15-00,27.83,1114.17222
2010-04-09-16-00,27.94,1087.77705
2010-04-09-17-00,27.83,1046.632614
2010-04-09-18-00,27.22,1023.54186
2010-04-09-19-00,26.00,1032.175118
2010-04-09-20-00,24.67,1013.432033
2010-04-09-21-00,23.33,1007.258108
2010-04-09-22-00,22.22,999.0376249
2010-04-09-23-00,21.28,1002.136606
2010-04-09-00-00,20.17,997.6966379
2010-04-10-01-00,19.22,1022.630653
2010-04-10-02-00,18.28,1028.638583
2010-04-10-03-00,17.44,1031.918015
2010-04-10-04-00,16.72,1126.385222
2010-04-10-05-00,16.11,1135.856966
2010-04-10-06-00,15.61,1352.407238
2010-04-10-07-00,15.89,1459.232038
2010-04-10-08-00,17.83,1486.225924
2010-04-10-09-00,20.17,1490.190995
2010-04-10-10-00,22.22,1486.539757
2010-04-10-11-00,24.00,1492.865161
2010-04-10-12-00,25.56,1446.923324
2010-04-10-13-00,26.78,1476.566116
2010-04-10-14-00,27.61,1483.239686
2010-04-10-15-00,28.06,1484.393991
2010-04-10-16-00,28.22,1478.453829
2010-04-10-17-00,28.06,1450.563748
2010-04-10-18-00,27.44,1190.392616
2010-04-10-19-00,26.28,1194.148052
2010-04-10-20-00,24.94,1081.445846
2010-04-10-21-00,23.56,1049.650299
2010-04-10-22-00,22.44,992.6872239
2010-04-10-23-00,21.50,1004.339891
2010-04-10-00-00,20.44,997.4759631
2010-04-11-01-00,19.44,1005.695183
2010-04-11-02-00,18.50,1012.309187
2010-04-11-03-00,17.67,1019.783112
2010-04-11-04-00,16.89,1101.788998
2010-04-11-05-00,16.28,1098.540405
2010-04-11-06-00,15.78,1328.884525
2010-04-11-07-00,16.11,1437.589932
2010-04-11-08-00,18.06,1480.039927
2010-04-11-09-00,20.39,1506.105583
2010-04-11-10-00,22.44,1481.689505
2010-04-11-11-00,24.22,1459.781998
2010-04-11-12-00,25.78,1412.327276
2010-04-11-13-00,26.94,1445.359025
2010-04-11-14-00,27.78,1448.079014
2010-04-11-15-00,28.28,1454.66126
2010-04-11-16-00,28.39,1463.594013
2010-04-11-17-00,28.22,1463.985948
2010-04-11-18-00,27.61,1203.05779
2010-04-11-19-00,26.44,1204.252127
2010-04-11-20-00,25.06,1085.844633
2010-04-11-21-00,23.72,1048.935323
2010-04-11-22-00,22.61,984.6484829
2010-04-11-23-00,21.61,990.1291661
2010-04-11-00-00,20.61,983.0970458
2010-04-12-01-00,19.61,990.7677403
2010-04-12-02-00,18.61,1000.137149
2010-04-12-03-00,17.83,1003.626924
2010-04-12-04-00,17.06,1100.736181
2010-04-12-05-00,16.44,1100.694247
2010-04-12-06-00,15.94,1326.983412
2010-04-12-07-00,16.28,1435.635288
2010-04-12-08-00,18.28,1465.202096
2010-04-12-09-00,20.56,1472.357641
2010-04-12-10-00,22.61,1458.243533
2010-04-12-11-00,24.39,1456.739335
2010-04-12-12-00,25.89,1410.07321
2010-04-12-13-00,27.11,1443.948727
2010-04-12-14-00,27.94,1452.083228
2010-04-12-15-00,28.44,1454.338212
2010-04-12-16-00,28.56,1460.33117
2010-04-12-17-00,28.39,1480.327523
2010-04-12-18-00,27.78,1228.069655
2010-04-12-19-00,26.61,1238.340359
2010-04-12-20-00,25.28,1115.386085
2010-04-12-21-00,23.89,1072.351596
2010-04-12-22-00,22.78,1007.352605
2010-04-12-23-00,21.78,1004.801347
2010-04-12-00-00,20.78,986.9064203
2010-04-13-01-00,19.78,1000.441735
2010-04-13-02-00,18.78,1005.08442
2010-04-13-03-00,17.94,1010.327554
2010-04-13-04-00,17.17,1103.479205
2010-04-13-05-00,16.56,1112.269593
2010-04-13-06-00,16.00,1341.602537
2010-04-13-07-00,16.44,1447.012219
2010-04-13-08-00,18.39,1465.784698
2010-04-13-09-00,20.78,1472.344513
2010-04-13-10-00,22.78,1469.145226
2010-04-13-11-00,24.56,1463.818566
2010-04-13-12-00,26.06,1429.824125
2010-04-13-13-00,27.28,1471.411581
2010-04-13-14-00,28.11,1469.175179
2010-04-13-15-00,28.61,1471.011473
2010-04-13-16-00,28.72,1478.401379
2010-04-13-17-00,28.61,1472.273446
2010-04-13-18-00,28.00,1211.803585
2010-04-13-19-00,26.83,1225.774348
2010-04-13-20-00,25.44,1100.532187
2010-04-13-21-00,24.11,1051.486529
2010-04-13-22-00,23.00,984.6872977
2010-04-13-23-00,22.00,978.6714489
2010-04-13-00-00,20.94,967.1264918
2010-04-14-01-00,19.94,966.832295
2010-04-14-02-00,18.94,969.8498242
2010-04-14-03-00,18.11,978.965732
2010-04-14-04-00,17.28,1080.953476
2010-04-14-05-00,16.67,1086.779061
2010-04-14-06-00,16.11,1322.808372
2010-04-14-07-00,16.56,1427.66487
2010-04-14-08-00,18.56,1447.230408
2010-04-14-09-00,20.89,1456.160047
2010-04-14-10-00,22.89,1460.073934
2010-04-14-11-00,24.67,1465.504362
2010-04-14-12-00,26.22,1426.234658
2010-04-14-13-00,27.39,1453.712898
2010-04-14-14-00,28.22,1451.195925
2010-04-14-15-00,28.72,1443.357006
2010-04-14-16-00,28.83,1447.080012
2010-04-14-17-00,28.67,1449.679074
2010-04-14-18-00,28.06,1190.751074
2010-04-14-19-00,26.89,1187.365634
2010-04-14-20-00,25.56,1057.527021
2010-04-14-21-00,24.22,1016.00804
2010-04-14-22-00,23.11,953.3579064
2010-04-14-23-00,22.06,955.994275
2010-04-14-00-00,21.06,957.8458125
2010-04-15-01-00,20.06,969.579813
2010-04-15-02-00,19.06,980.2506729
2010-04-15-03-00,18.22,978.0483714
2010-04-15-04-00,17.39,983.2349324
2010-04-15-05-00,16.72,981.5860789
2010-04-15-06-00,16.17,1052.274554
2010-04-15-07-00,16.67,1156.033479
2010-04-15-08-00,18.67,1166.423084
2010-04-15-09-00,21.00,1251.869407
2010-04-15-10-00,23.00,1243.66049
2010-04-15-11-00,24.78,1241.374095
2010-04-15-12-00,26.33,1200.671531
2010-04-15-13-00,27.50,1190.801663
2010-04-15-14-00,28.33,1192.450762
2010-04-15-15-00,28.83,1133.279385
2010-04-15-16-00,28.94,1180.790764
2010-04-15-17-00,28.78,1174.153516
2010-04-15-18-00,28.17,1144.01625
2010-04-15-19-00,27.00,1131.736437
2010-04-15-20-00,25.67,1021.09259
2010-04-15-21-00,24.33,1014.332571
2010-04-15-22-00,23.22,1005.233638
2010-04-15-23-00,22.17,1008.762811
2010-04-15-00-00,21.22,997.3531722
2010-04-16-01-00,20.11,984.8753605
2010-04-16-02-00,19.17,988.2668749
2010-04-16-03-00,18.28,1000.701358
2010-04-16-04-00,17.50,1019.337781
2010-04-16-05-00,16.83,1027.899307
2010-04-16-06-00,16.28,1085.669297
2010-04-16-07-00,16.83,1072.060425
2010-04-16-08-00,18.78,1119.931656
2010-04-16-09-00,21.17,1097.16073
2010-04-16-10-00,23.17,1101.744442
2010-04-16-11-00,24.89,1096.286965
2010-04-16-12-00,26.44,1089.93926
2010-04-16-13-00,27.56,1089.836291
2010-04-16-14-00,28.39,1092.063198
2010-04-16-15-00,28.94,1086.853362
2010-04-16-16-00,29.00,1069.66148
2010-04-16-17-00,28.89,1024.241371
2010-04-16-18-00,28.28,993.9879486
2010-04-16-19-00,27.11,997.3799432
2010-04-16-20-00,25.78,974.5745475
2010-04-16-21-00,24.44,970.1497852
2010-04-16-22-00,23.28,963.5044039
2010-04-16-23-00,22.28,968.2313032
2010-04-16-00-00,21.33,952.9802013
2010-04-17-01-00,20.22,967.947311
2010-04-17-02-00,19.28,976.3490665
2010-04-17-03-00,18.39,986.7018426
2010-04-17-04-00,17.56,1085.071732
2010-04-17-05-00,16.89,1093.771098
2010-04-17-06-00,16.33,1319.979088
2010-04-17-07-00,16.94,1430.344778
2010-04-17-08-00,18.94,1451.894375
2010-04-17-09-00,21.28,1459.524193
2010-04-17-10-00,23.28,1460.714543
2010-04-17-11-00,25.00,1457.620005
2010-04-17-12-00,26.50,1420.357664
2010-04-17-13-00,27.67,1456.616436
2010-04-17-14-00,28.44,1458.913181
2010-04-17-15-00,29.00,1455.844402
2010-04-17-16-00,29.06,1456.949603
2010-04-17-17-00,28.94,1460.596532
2010-04-17-18-00,28.33,1200.369225
2010-04-17-19-00,27.17,1203.293502
2010-04-17-20-00,25.83,1082.870252
2010-04-17-21-00,24.50,1038.987884
2010-04-17-22-00,23.39,978.5262816
2010-04-17-23-00,22.33,982.3877577
2010-04-17-00-00,21.44,975.9102907
2010-04-18-01-00,20.33,969.7386848
2010-04-18-02-00,19.39,972.9155087
2010-04-18-03-00,18.56,976.4891619
2010-04-18-04-00,17.72,1082.813483
2010-04-18-05-00,17.06,1098.298144
2010-04-18-06-00,16.50,1330.292812
2010-04-18-07-00,17.06,1430.848949
2010-04-18-08-00,19.11,1443.910185
2010-04-18-09-00,21.44,1448.247112
2010-04-18-10-00,23.39,1451.054581
2010-04-18-11-00,25.17,1446.308138
2010-04-18-12-00,26.67,1410.332938
2010-04-18-13-00,27.78,1454.532574
2010-04-18-14-00,28.56,1452.735425
2010-04-18-15-00,29.11,1462.228328
2010-04-18-16-00,29.22,1450.389178
2010-04-18-17-00,29.06,1438.622855
2010-04-18-18-00,28.44,1176.578522
2010-04-18-19-00,27.28,1195.381603
2010-04-18-20-00,25.94,1076.797278
2010-04-18-21-00,24.67,1034.779686
2010-04-18-22-00,23.50,970.3763882
2010-04-18-23-00,22.50,972.0933074
2010-04-18-00-00,21.61,962.6490561
2010-04-19-01-00,20.44,961.5465083
2010-04-19-02-00,19.50,967.369393
2010-04-19-03-00,18.67,979.8919754
2010-04-19-04-00,17.89,1081.256166
2010-04-19-05-00,17.17,1098.393194
2010-04-19-06-00,16.67,1328.517288
2010-04-19-07-00,17.28,1431.641784
2010-04-19-08-00,19.28,1449.312418
2010-04-19-09-00,21.61,1455.901682
2010-04-19-10-00,23.56,1465.818044
2010-04-19-11-00,25.33,1463.511428
2010-04-19-12-00,26.78,1412.087638
2010-04-19-13-00,27.94,1445.214831
2010-04-19-14-00,28.72,1434.993775
2010-04-19-15-00,29.22,1433.795037
2010-04-19-16-00,29.33,1443.737327
2010-04-19-17-00,29.22,1445.661495
2010-04-19-18-00,28.61,1206.88419
2010-04-19-19-00,27.44,1242.816315
2010-04-19-20-00,26.06,1138.528689
2010-04-19-21-00,24.78,1098.930359
2010-04-19-22-00,23.61,1029.057165
2010-04-19-23-00,22.61,1035.682673
2010-04-19-00-00,21.67,1028.556452
2010-04-20-01-00,20.61,1033.849119
2010-04-20-02-00,19.61,1043.796758
2010-04-20-03-00,18.83,1051.439057
2010-04-20-04-00,18.00,1138.822951
2010-04-20-05-00,17.28,1134.742333
2010-04-20-06-00,16.78,1362.211024
2010-04-20-07-00,17.39,1479.156468
2010-04-20-08-00,19.44,1494.612427
2010-04-20-09-00,21.78,1490.236171
2010-04-20-10-00,23.72,1475.442217
2010-04-20-11-00,25.44,1477.24519
2010-04-20-12-00,26.94,1447.900951
2010-04-20-13-00,28.06,1476.046773
2010-04-20-14-00,28.83,1483.679035
2010-04-20-15-00,29.39,1498.438061
2010-04-20-16-00,29.44,1518.213405
2010-04-20-17-00,29.39,1517.553457
2010-04-20-18-00,28.72,1250.57766
2010-04-20-19-00,27.61,1249.038914
2010-04-20-20-00,26.28,1128.026737
2010-04-20-21-00,24.94,1099.723083
2010-04-20-22-00,23.83,1037.800339
2010-04-20-23-00,22.78,1035.870663
2010-04-20-00-00,21.89,1021.782442
2010-04-21-01-00,20.83,1029.916015
2010-04-21-02-00,19.83,1044.777835
2010-04-21-03-00,19.00,1053.617319
2010-04-21-04-00,18.17,1137.758507
2010-04-21-05-00,17.50,1136.13028
2010-04-21-06-00,16.94,1362.372643
2010-04-21-07-00,17.61,1474.769402
2010-04-21-08-00,19.61,1501.018414
2010-04-21-09-00,21.94,1512.751178
2010-04-21-10-00,23.89,1512.984406
2010-04-21-11-00,25.61,1511.530589
2010-04-21-12-00,27.11,1463.46248
2010-04-21-13-00,28.17,1496.486381
2010-04-21-14-00,28.94,1501.930789
2010-04-21-15-00,29.50,1506.891295
2010-04-21-16-00,29.61,1509.081893
2010-04-21-17-00,29.44,1509.464345
2010-04-21-18-00,28.83,1246.80982
2010-04-21-19-00,27.67,1244.898574
2010-04-21-20-00,26.39,1126.481621
2010-04-21-21-00,25.06,1084.280932
2010-04-21-22-00,23.94,1020.798377
2010-04-21-23-00,22.94,1020.513517
2010-04-21-00-00,22.00,1010.463993
2010-04-22-01-00,20.94,1025.71862
2010-04-22-02-00,19.94,1033.499161
2010-04-22-03-00,19.11,1039.67901
2010-04-22-04-00,18.28,1049.630821
2010-04-22-05-00,17.61,1045.233521
2010-04-22-06-00,17.11,1112.884549
2010-04-22-07-00,17.78,1219.859543
2010-04-22-08-00,19.72,1208.629052
2010-04-22-09-00,22.00,1310.035892
2010-04-22-10-00,23.94,1299.336866
2010-04-22-11-00,25.67,1300.759565
2010-04-22-12-00,27.11,1278.835874
2010-04-22-13-00,28.22,1264.301315
2010-04-22-14-00,29.00,1256.963775
2010-04-22-15-00,29.50,1185.630034
2010-04-22-16-00,29.61,1198.875112
2010-04-22-17-00,29.50,1154.233472
2010-04-22-18-00,28.89,1116.174693
2010-04-22-19-00,27.78,1111.733087
2010-04-22-20-00,26.50,1012.160166
2010-04-22-21-00,25.17,1019.376345
2010-04-22-22-00,24.06,1017.972894
2010-04-22-23-00,23.06,1003.380187
2010-04-22-00-00,22.17,979.7646553
2010-04-23-01-00,21.06,970.6055061
2010-04-23-02-00,20.11,975.1384635
2010-04-23-03-00,19.28,976.2497384
2010-04-23-04-00,18.44,986.4456605
2010-04-23-05-00,17.72,996.6167243
2010-04-23-06-00,17.22,1071.815664
2010-04-23-07-00,17.89,1060.534773
2010-04-23-08-00,19.83,1136.451165
2010-04-23-09-00,22.11,1124.883643
2010-04-23-10-00,24.11,1134.740352
2010-04-23-11-00,25.83,1123.831771
2010-04-23-12-00,27.22,1099.770834
2010-04-23-13-00,28.33,1101.198908
2010-04-23-14-00,29.11,1106.573188
2010-04-23-15-00,29.67,1105.662683
2010-04-23-16-00,29.78,1070.714809
2010-04-23-17-00,29.61,1025.658509
2010-04-23-18-00,29.06,994.1260979
2010-04-23-19-00,27.94,977.0449365
2010-04-23-20-00,26.67,963.4137065
2010-04-23-21-00,25.39,961.1252756
2010-04-23-22-00,24.22,947.6624835
2010-04-23-23-00,23.28,941.2581564
2010-04-23-00-00,22.28,920.5654816
2010-04-24-01-00,21.28,929.992097
2010-04-24-02-00,20.28,926.7379016
2010-04-24-03-00,19.44,932.9465628
2010-04-24-04-00,18.56,1026.149344
2010-04-24-05-00,17.89,1022.919469
2010-04-24-06-00,17.33,1242.307895
2010-04-24-07-00,18.06,1346.525208
2010-04-24-08-00,20.00,1380.350808
2010-04-24-09-00,22.28,1408.434921
2010-04-24-10-00,24.22,1411.173133
2010-04-24-11-00,25.94,1408.889574
2010-04-24-12-00,27.39,1364.195931
2010-04-24-13-00,28.44,1397.802042
2010-04-24-14-00,29.22,1396.483136
2010-04-24-15-00,29.78,1395.170389
2010-04-24-16-00,29.89,1400.801986
2010-04-24-17-00,29.78,1398.766537
2010-04-24-18-00,29.17,1137.093771
2010-04-24-19-00,28.06,1136.621816
2010-04-24-20-00,26.83,1020.339331
2010-04-24-21-00,25.56,986.760737
2010-04-24-22-00,24.39,926.8100332
2010-04-24-23-00,23.44,934.6043054
2010-04-24-00-00,22.44,924.1808837
2010-04-25-01-00,21.39,925.2997713
2010-04-25-02-00,20.44,925.1771757
2010-04-25-03-00,19.56,922.4858405
2010-04-25-04-00,18.72,1016.859295
2010-04-25-05-00,18.06,1014.782745
2010-04-25-06-00,17.50,1247.479497
2010-04-25-07-00,18.28,1353.955368
2010-04-25-08-00,20.17,1384.797273
2010-04-25-09-00,22.44,1406.816279
2010-04-25-10-00,24.39,1408.505484
2010-04-25-11-00,26.11,1406.457644
2010-04-25-12-00,27.50,1360.91613
2010-04-25-13-00,28.61,1392.293951
2010-04-25-14-00,29.39,1391.617327
2010-04-25-15-00,29.94,1391.038481
2010-04-25-16-00,30.06,1397.454593
2010-04-25-17-00,29.94,1395.871928
2010-04-25-18-00,29.33,1118.880826
2010-04-25-19-00,28.28,1144.144316
2010-04-25-20-00,27.00,1019.59535
2010-04-25-21-00,25.78,981.1639922
2010-04-25-22-00,24.61,920.7858308
2010-04-25-23-00,23.61,925.2019159
2010-04-25-00-00,22.61,919.1416502
2010-04-26-01-00,21.61,921.5493049
2010-04-26-02-00,20.61,921.1539896
2010-04-26-03-00,19.72,927.5051968
2010-04-26-04-00,18.89,1024.044536
2010-04-26-05-00,18.22,1021.121557
2010-04-26-06-00,17.67,1245.656164
2010-04-26-07-00,18.44,1351.675748
2010-04-26-08-00,20.39,1382.293816
2010-04-26-09-00,22.67,1407.842934
2010-04-26-10-00,24.61,1413.633238
2010-04-26-11-00,26.33,1406.869002
2010-04-26-12-00,27.72,1362.609556
2010-04-26-13-00,28.83,1402.1999
2010-04-26-14-00,29.56,1401.070279
2010-04-26-15-00,30.17,1404.863991
2010-04-26-16-00,30.28,1418.097167
2010-04-26-17-00,30.17,1417.374079
2010-04-26-18-00,29.61,1124.751564
2010-04-26-19-00,28.56,1149.508083
2010-04-26-20-00,27.28,1038.939508
2010-04-26-21-00,26.00,1002.086497
2010-04-26-22-00,24.83,927.6702866
2010-04-26-23-00,23.89,929.8396236
2010-04-26-00-00,22.89,924.4499971
2010-04-27-01-00,21.83,926.5804908
2010-04-27-02-00,20.83,927.3373017
2010-04-27-03-00,19.94,933.7804615
2010-04-27-04-00,19.11,1022.077054
2010-04-27-05-00,18.39,1017.10432
2010-04-27-06-00,17.83,1241.666789
2010-04-27-07-00,18.67,1351.991349
2010-04-27-08-00,20.61,1387.204787
2010-04-27-09-00,22.89,1411.355175
2010-04-27-10-00,24.89,1408.60744
2010-04-27-11-00,26.56,1404.48783
2010-04-27-12-00,28.00,1363.63996
2010-04-27-13-00,29.06,1399.711851
2010-04-27-14-00,29.83,1400.631725
2010-04-27-15-00,30.39,1412.706244
2010-04-27-16-00,30.56,1423.258805
2010-04-27-17-00,30.44,1433.559618
2010-04-27-18-00,29.89,1135.578655
2010-04-27-19-00,28.83,1159.150578
2010-04-27-20-00,27.50,1059.474751
2010-04-27-21-00,26.22,1041.489214
2010-04-27-22-00,25.11,979.4738926
2010-04-27-23-00,24.11,976.914295
2010-04-27-00-00,23.11,973.798046
2010-04-28-01-00,22.06,964.5485093
2010-04-28-02-00,21.06,965.9540184
2010-04-28-03-00,20.17,979.4387956
2010-04-28-04-00,19.33,1066.276049
2010-04-28-05-00,18.61,1067.875287
2010-04-28-06-00,18.06,1296.973343
2010-04-28-07-00,18.89,1398.655886
2010-04-28-08-00,20.83,1432.721135
2010-04-28-09-00,23.11,1465.865221
2010-04-28-10-00,25.06,1456.57118
2010-04-28-11-00,26.78,1441.003504
2010-04-28-12-00,28.17,1401.78133
2010-04-28-13-00,29.28,1446.177855
2010-04-28-14-00,30.06,1454.564508
2010-04-28-15-00,30.56,1448.258978
2010-04-28-16-00,30.72,1443.715348
2010-04-28-17-00,30.61,1442.170624
2010-04-28-18-00,30.06,1184.211639
2010-04-28-19-00,29.00,1198.366105
2010-04-28-20-00,27.67,1070.209758
2010-04-28-21-00,26.33,1029.691263
2010-04-28-22-00,25.22,965.4294469
2010-04-28-23-00,24.22,966.673518
2010-04-28-00-00,23.28,951.585247
2010-04-29-01-00,22.22,943.7005182
2010-04-29-02-00,21.22,948.0165874
